accession,summary,title,gpl,ftplink,,,,,Cancer Type,,GSE ID,Number_of_Genes_with_Data,Number Observations,Number Outputs,Imbalanced Ratio
GDS4088,Analysis of breast tumor samples preserved using 2 different RNA stabilization methods (RNAlater or snap freezing) up to 3 hours post tumor excision. Results provide insight into the effects of tissue handling on RNA integrity and microarray measurements from resected breast cancers.,Variable breast cancer tumor sample collection methods ,96,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4088/,,,,,Breast Cancer,, GDS4088,939,86,1,0.75
GDS4090,Analysis of MCF7 cells stimulated with bortezomib or depleted of PSMB3 or PSMB5. Proteasome inhibition can regulate estrogen-induced transcription. Results provide insight into mechanisms by which proteasome inhibition influences ERα function and into improved strategies for breast cancer treatment,Proteasome inhibitor Bortezomib or proteasome subunit knockdown effect on MCF7 breast cancer cells,14010,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4090/,,,,,Breast Cancer,, GDS4090,957,21,1,0.75
GDS4092,"Analysis of breast cancer cell lines BT-20 and Hs578T treated with methylated or un-methylated CpG DNA oligos: CDH13 and ODN 2006. Results provide insight into molecular mechanisms triggered by methylated, but not by unmethylated DNA, that could be involved in tumour biology.",Breast cancer cell lines treated with methylated or unmethylated DNA oligos,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4092/,,,,,Breast Cancer,, GDS4092,940,12,1,1
GDS4093,"Analysis of pre and post (3 wk) tumor core biopsies of postmenopausal women with ER+, HER2- breast cancer (BC) in neoadjuvant trial of anastrozole and fulvestrant with/without gefitinib. Results provide insight into mechanisms of resistance and inhibition of hormone receptors targeted in BC therapy.",Anastrozole/Fulvestrant/Gefitinib neoadjuvant therapy of estrogen receptor positive breast cancer patients: tumor core biopsies,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4093/,,,,,Breast Cancer,, GDS4093,940,22,1,1
GDS4095,Analysis of endocrine-resistant LY2 breast cancer cells depleted of p160 steroid coactivator protein SRC-1 and treated with tamoxifen. SRC-1 is central to the development of the endocrine resistant phenotype. Results provide insight into the molecular basis of endocrine resistant breast cancer.,Tamoxifen effect on SRC-1-deficient endocrine-resistant breast cancer cell line LY2,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4095/,,,,,Breast Cancer,, GDS4095,940,14,1,0.75
GDS4100,"Analysis of saliva supernatant from pancreatic cancer patients and healthy subjects. Oral fluid (saliva) meets the demand for non-invasive, accessible, and highly efficient diagnostic medium. Results provide insight into salivary biomarkers for detection of pancreatic cancer.",Saliva of pre-treatment pancreatic cancer patients,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4100/,,,,,Pancreatic Cancer,, GDS4100,940,24,1,1
GDS4109,Analysis of prostate cancer primary tumors of known disease recurrence status. Results provide insight into the molecular mechanisms underlying recurrent and non-recurrent prostate cancer primary tumors.,Recurrent and non-recurrent prostate cancer primary tumors,96,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4109/,,,,,Prostate Cancer,, GDS4109,939,79,1,0.975
GDS4114,Analysis of stroma associated with prostate and breast invasive tumors. Stromal reaction (tumor-associated tissue remodeling) occurs in various cancers. Results provide insight into whether this stromal response is largely a generic phenomenon or whether it reflects tumor-specific properties.,Reactive stroma of breast and prostate cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4114/,,,,,Prostate Cancer,, GDS4114,940,24,1,1
GDS4158,Analysis of LNCap prostate cancer (PC) cells following siRNA-mediated knockdown of COP1 and ETV1. Ubiquitin ligase COP1 (RFWD2) negatively regulates proto-oncogene ETV1 which has been linked to PC. Results provide insight into the role of COP1 as a tumor suppressor in PC.,LNCap prostate cancer cell line response to loss of COnstitutive Photomorphogenic-1 and ETV1,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4158/,,,,,Prostate Cancer,, GDS4158,940,16,1,0.666666667
GDS4198,"Analysis of 70 primary gastric tumors representing 3 subtypes (invasive, metabolic, and proliferative) from the Australian patient cohort (AU-2). Gastric adenocarcinomas show sizable heterogeneity between patients. Results provide insight into molecular characterization of gastric cancer subtypes.",Australian patient cohort: gastric adenocarcinoma,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4198/,,,,,Gastric Cancer,, GDS4198,940,70,1,0.517241379
GDS4345,"Analysis of paired muscle biopsies (i.e., pre-resection baseline and 8 month post-resection follow-up, disease-free/weight-stable for previous 2 months) from upper gastrointestinal cancer patients. Results provide insight into molecular mechanisms underlying cancer-associated muscle wasting.",Quadriceps muscle from cancer patients before and after surgery: sequential biopsies,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4345/,,,,,Gastrointestinal Cancer,, GDS4345,940,30,1,0.5
GDS4381,"Analysis of patient-derived colorectal cancer explants (PDCCE), generated by direct transplantation of human colorectal cancer (CRC) tissues into NOD-SCID mice, and matched patient CRC primary tumors. Results provide insight into the degree to which PDCCEs represent their primary human counterparts.",Patient-derived colorectal cancer explants,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4381/,,,,,Colorectal Cancer,, GDS4381,940,64,1,0.72972973
GDS4382,Analysis of paired colorectal cancer (CRC) tumors and adjacent non-cancerous tissues. Colorectal cancer is a worldwide public health problem. Results provide insight into the molecular mechanisms underlying CRC carcinogenesis.,Colorectal cancer tumors ,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4382/,,,,,Colorectal Cancer,, GDS4382,940,34,1,1
GDS4386,"Analysis of Ls174T colon cancer cells following doxycyclin-induction of a dominant-negative Tcf4 transgene, or a shRNA against β-catenin, to block the Wnt signal transduction pathway. Results provide insight into molecular mechanisms downstream of a defined signal transduction pathway.",Ls174T colon cancer cell line response to Wnt signaling inhibition,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4386/,,,,,Colon Cancer,, GDS4386,940,12,1,1
GDS4393,"Analysis of primary or metastatic lesions from patients with unresectable colorectal cancer (CRC) prior to FOLFOX6 therapy (oxaliplatin, 5-fluorouracil, leucovorin regimen). Results provide insight into molecular signatures that predict responders to FOLFOX therapy for unresectable CRC.",Unresectable colorectal cancer primary or metastatic lesions: training set,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4393/,,,,,Colorectal Cancer,, GDS4393,940,54,1,0.636363636
GDS4395,"Analysis of peripheral blood from men with non-metastatic prostate cancer (PC) on days 1, 7, 14, 21, 42 of external beam radiation therapy (EBRT), and at 30 days post-EBRT. Fatigue is a common side effect of EBRT. Results provide insight into molecular basis of fatigue in men with PC during EBRT.",External beam radiation therapy effect on prostate cancer patients: peripheral white blood cells,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4395/,,,,,Prostate Cancer,, GDS4395,940,80,1,0.333333333
GDS4396,"Analysis of primary or metastatic lesions from patients with unresectable colorectal cancer (CRC) prior to FOLFOX6 therapy (oxaliplatin, 5-fluorouracil, leucovorin regimen). Results provide insight into molecular signatures that predict responders to FOLFOX therapy for unresectable CRC.",Unresectable colorectal cancer primary or metastatic lesions: test  set,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4396/,,,,,Colorectal Cancer,, GDS4396,940,29,1,0.260869565
GDS4454,"Analysis of bladder cancer cell line RT112 subjected to doxycycline-inducible, shRNA knockdown of FGFR3. Knockdown of FGFR3 in RT112 cells significantly attenuates tumor growth in vitro and in vivo. Results provide insight into the molecular mechanisms underlying FGFR3-driven bladder cancer.",Fibroblast growth factor receptor 3 depletion effect on bladder cancer cell line RT112,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4454/,,,,,Bladder Cancer,, GDS4454,940,24,1,1
GDS4456,Analysis of bladder cancer specimens from a high-risk population of patients who underwent radical cystectomy (Memorial Sloan-Kettering Cancer Center cohort). Results provide insight into the prediction of survival in high-risk urothelial carcinoma of the urinary bladder.,High-risk bladder cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4456/,,,,,Bladder Cancer,, GDS4456,940,93,1,0.119047619
GDS4487,"Analysis of HT1080 cells treated with IFN-alpha, the Ras/MEK inhibitor U0126, or both for 6 or 12 hours. SKOV3 cells treated with IFN-alpha for 6 hours examined. HT1080 is moderately resistant to the anti-viral effects of IFN-alpha. MEK inhibition increases the sensitivity of HT1080 to IFN-alpha.",Ras/MEK inhibition effect on IFN-alpha treated cancer cell line: time course,6244,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4487/,,,,,[],, GDS4487,928,30,1,0.666666667
GDS4513,Analysis of tumor cells from sporadic stage UICC II colon cancer patients who were treated by elective standard oncological resection but developed relapse during follow-up. Results provide insight into the challenges of constructing molecular signatures predictive for patient outcome.,Clinical outcome of stage UICC II colon cancer patients ,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4513/,,,,,Colon Cancer,, GDS4513,940,53,1,0.325
GDS4515,"Analysis of colorectal adenocarcinomas with microsatellite instability (MSI CRCs). MSI, caused by defects in the mismatch repair system, is observed in a subset of CRCs. Results provide insight into molecular mechanisms contributing to MSI CRC development.",Microsatellite-unstable colorectal cancer,96,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4515/,,,,,Colorectal Cancer,, GDS4515,939,49,1,0.441176471
GDS4516,Analysis of LCM-isolated colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC. ,Colorectal cancer: laser microdissected tumor tissues,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4516/,,,,,Colorectal Cancer,, GDS4516,940,104,1,0.272727273
GDS4589,Analysis of stage I endometrial cancers (representing endometrioid and papillary serous histologic subtypes) with a heterogeneous distribution of grade and stage/depth of myometrial invasion. Results provide insight into molecular mechanisms underlying early endometrial cancer histological types.,Stage I endometrial cancer: microdissected frozen uterine tumors,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4589/,,,,,Endometrial Cancer,, GDS4589,940,103,1,0.131868132
GDS4664,Analysis of primary cervical cancer tissue of patients with pelvic lymph node metastasis. Positive lymph nodes are an important prognostic factor in early-stage cervical cancer patients. Results provide insight into the molecular basis of pelvic lymph node metastasis in early cervical cancer.,"Lymph node-positive, early stage cervical cancer",570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4664/,,,,,Cervical Cancer,, GDS4664,940,39,1,0.95
GDS470,"Expression profiling of normal and cancerous cervix tissue samples at stages 1B, 2A, 2B and 3B.",Cervical cancer,91,,,,,,Cervical Cancer,, GDS470,352,32,1,0.454545455
GDS4718,Analysis of homogenized colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC. ,Colorectal cancer: homogenized tumor tissues,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4718/,,,,,Colorectal Cancer,, GDS4718,940,44,1,0.25
GDS4761,Analysis of breast cancer (BC) metastases from different anatomical sites collected prior to treatment.  The anatomical location of the metastatic lesion is associated with length of survival post-recurrence. Results provide insight into molecular mechanisms underlying BC site-specific metastases.,Breast cancer metastases from different anatomical sites: fine-needle aspiration biopsies,10379,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4761/,,,,,Breast Cancer,, GDS4761,943,91,1,0.076923077
GDS4762,"Analysis of fibroblasts (HFF1, HFF2, Wi38, CCD1112Sk) and breast cancer epithelial cells (Cal51, MDA-MB-231) FACS-sorted from 6-day cocultures. Cancer-associated fibroblasts can promote tumor formation and growth. Results provide insight into tumor-fibroblast interactions involved in tumorigenicity.",Fibroblast response to coculture with basal breast cancer cells,6244,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4762/,,,,,Breast Cancer,, GDS4762,928,80,1,0.260869565
GDS4764,Analysis of basal-like breast cancer (BLBC) cell lines following DUSP4-knockdown or MAP-ERK kinase (MEK)-inhibition with AZD6244/selumetinib (up to 24hr). Results provide insight into role of DUSP4 in promoting cancer stem cell-like phenotypes in BLBC.,Dual specificity phosphatase-4 loss effect on basal-like breast cancer cell lines,11532,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4764/,,,,,Breast Cancer,, GDS4764,922,36,1,1
GDS4766,Analysis of malignant epithelia and tumor-associated stroma from patients with pregnancy-associated breast cancer (PABC). PABCs exhibit heightened aggressiveness compared to cancers in age-matched nonpregnant (non-PABC) women. Results provide insight into the molecular mechanisms underlying PABC.,Pregnancy-associated breast cancer: laser capture microdissected epithelia and stroma,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4766/,,,,,Breast Cancer,, GDS4766,940,33,1,0.65
GDS4794,Analysis of 23 clinical small cell lung cancer (SCLC) samples from patients undergoing pulmonary resection and 42 normal tissue samples including the lung. SCLC is a lung cancer subtype with poor prognosis. Results provide insight into the molecular mechanisms underlying SCLC.,Small cell lung cancers,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4794/,,,,,Lung Cancer ,, GDS4794,940,65,1,0.547619048
GDS4814,"Analysis of SKOV3 ovarian cancer xenograft tumors treated with trastuzumab (TZ), pertuzumab (PZ), or both. TZ and PZ target Human Epidermal Growth Factor Receptor 2 (HER2). Combined therapy results in enhanced antitumor activity. Results provide insight into the molecular basis of this enhancement.",Ovarian cancer xenograft tumor response to trastuzumab and pertuzumab,6947,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4814/,,,,,Ovarian Cancer,, GDS4814,948,23,1,0.833333333
GDS4824,Analysis of malignant and benign prostate tissues. Results provide insight into a gene expression signature for prostate cancer.,Prostate cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4824/,,,,,Prostate Cancer,, GDS4824,940,21,1,0.615384615
GDS4853,"Analysis of gastric cancer (GC) cell line AZ-521 induced to express dominant-negative SOX2 (dnSOX2), a C-terminally truncated version of SOX2, for up to 24hr. Aberrant expression of specific gastric differentiation marker SOX2 has been observed in GC. Results provide insight into role of SOX2 in GC.",Stem cell factor SOX2-deficient stomach carcinoma cell line: time course,6244,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS4nnn/GDS4853/,,,,,Gastric Cancer,, GDS4853,928,20,1,1
